TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0001228"	"DNA-binding transcription activator activity, RNA polymerase II-specific"	-5.6095985054065975	2.603144372620182	2.0322105370116343	0.9487897540307749	-0	null
"GO:0001227"	"DNA-binding transcription repressor activity, RNA polymerase II-specific"	-2.7468606692036683	2.322219294733919	1.061830005588579	0.9494406820950474	0.7594785	1228
"GO:0004714"	"transmembrane receptor protein tyrosine kinase activity"	-4.703099309142247	1.8129133566428555	0.3251536859218615	0.7582020418034497	-0	null
"GO:0004713"	"protein tyrosine kinase activity"	-1.8848699091805179	2.1522883443830563	0.7163542142966012	0.7922814364684618	0.65255792	4714
"GO:0005003"	"ephrin receptor activity"	-1.8030787477142192	1.2041199826559248	0.07620789513793629	0.7571433688929554	0.84956151	4714
"GO:0005005"	"transmembrane-ephrin receptor activity"	-1.8563679052593423	0.7781512503836436	0.02540263171264543	0.7712813953615009	0.78292635	4714
"GO:0005021"	"vascular endothelial growth factor receptor activity"	-3.0937608990178647	0.9030899869919435	0.035563684397703604	0.7704972277725051	0.80219692	4714
"GO:0019199"	"transmembrane receptor protein kinase activity"	-2.422453648052636	1.9084850188786497	0.4064421074023269	0.7994477176812202	0.6066762	4714
"GO:0005104"	"fibroblast growth factor receptor binding"	-1.3163857125180272	1.3424226808222062	0.1066910531931108	0.8617432742292499	0.48741958	null
"GO:0005109"	"frizzled binding"	-2.5134450258327363	1.4313637641589874	0.13209368490575624	0.8596608104088926	0.49753389	null
"GO:0005501"	"retinoid binding"	-1.8030787477142192	1.5185139398778875	0.16257684296093075	0.9698493747813647	0.02949872	null
"GO:0009008"	"DNA-methyltransferase activity"	-1.669648011836096	0.9030899869919435	0.035563684397703604	0.8961587993969707	0.28787908	null
"GO:0033550"	"MAP kinase tyrosine phosphatase activity"	-1.669648011836096	0.3010299956639812	0.005080526342529086	0.8503528703532354	0.2488161	null
"GO:0008330"	"protein tyrosine/threonine phosphatase activity"	-1.4230376251876302	0.6020599913279624	0.015241579027587259	0.8572773191936225	0.5118416	33550
"GO:0017017"	"MAP kinase tyrosine/serine/threonine phosphatase activity"	-1.525919117697972	1.146128035678238	0.06604684245287812	0.8322443934948315	0.84175101	33550
"GO:0045296"	"cadherin binding"	-1.8563679052593423	1.462397997898956	0.14225473759081442	0.8719517654790973	0.09262737	null
"GO:0098632"	"cell-cell adhesion mediator activity"	-1.3163857125180272	1.3222192947339193	0.10161052685058172	0.8613935144934672	0.79712519	45296
"GO:0098641"	"cadherin binding involved in cell-cell adhesion"	-1.6874718679560379	0.47712125471966244	0.010161052685058172	0.8758723093763393	0.584983	45296
"GO:0048018"	"receptor ligand activity"	-2.8073815179525843	2.7041505168397992	2.5656658029771884	0.7453502195326432	0.12815158	null
"GO:0001664"	"G protein-coupled receptor binding"	-1.7789841211257746	2.326335860928751	1.0719910582736372	0.8361845339867962	0.62459422	48018
"GO:0030414"	"peptidase inhibitor activity"	-2.284424394737004	2.292256071356476	0.9907026367931717	0.9231051399426283	0.5096383	48018
"GO:0061135"	"endopeptidase regulator activity"	-1.3163857125180272	2.287801729930226	0.9805415841081137	0.923138064055162	0.94136823	48018
"GO:0048407"	"platelet-derived growth factor binding"	-2.238479181615439	1.0413926851582251	0.05080526342529086	0.9047806680650258	0.08430793	null
"GO:0031995"	"insulin-like growth factor II binding"	-1.525919117697972	0.7781512503836436	0.02540263171264543	0.9078096544672307	0.65269094	48407
"GO:0070016"	"armadillo repeat domain binding"	-1.4230376251876302	0.8450980400142568	0.030483158055174518	0.9377611246349192	0.08071138	null
"GO:0070696"	"transmembrane receptor protein serine/threonine kinase binding"	-1.6874718679560379	1.2787536009528289	0.09144947416552354	0.8632124687497905	0.48037123	null
"GO:0140297"	"DNA-binding transcription factor binding"	-6.804694170236932	2.61066016308988	2.067774221409338	0.809691771239581	0.04020664	null
"GO:0001221"	"transcription coregulator binding"	-2.5134450258327363	1.968482948553935	0.4674084235126759	0.8296775516014119	0.77722356	140297
"GO:0043425"	"bHLH transcription factor binding"	-1.4279344101519873	1.5185139398778875	0.16257684296093075	0.8403923604442958	0.69753896	140297
"GO:0061629"	"RNA polymerase II-specific DNA-binding transcription factor binding"	-6.291274464573559	2.459392487759231	1.4581110603058478	0.8126462910709215	0.88629871	140297
"GO:1990837"	"sequence-specific double-stranded DNA binding"	-17.678771148837374	2.936513742478893	4.384494233602601	0.7036727728250751	0	null
"GO:0000976"	"transcription cis-regulatory region binding"	-9.884540159732639	2.8651039746411278	3.718945282731291	0.6960104620136375	0.94002446	1990837
"GO:0000977"	"RNA polymerase II transcription regulatory region sequence-specific DNA binding"	-10.617408968014491	2.7972675408307164	3.1804094904232074	0.7010506859129702	0.89285194	1990837
"GO:0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding"	-10.01824859180851	2.709269960975831	2.596148961032363	0.7043303829323865	0.8570293	1990837
"GO:0000987"	"cis-regulatory region sequence-specific DNA binding"	-9.884540159732639	2.7299742856995555	2.72316211959559	0.7059854637512777	0.8988998	1990837
"GO:0003690"	"double-stranded DNA binding"	-15.769782485683256	2.9703468762300935	4.740131077579638	0.7583903775082215	0.66121316	1990837
"GO:0043565"	"sequence-specific DNA binding"	-16.140321576205626	3.000434077479319	5.080526342529086	0.7564321738296808	0.67737269	1990837
"GO:0070888"	"E-box binding"	-1.8572091517197236	1.6812412373755872	0.23878473809886705	0.7651641777241559	0.63387786	1990837
