TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0001228"	"DNA-binding transcription activator activity, RNA polymerase II-specific"	-5.228109009375727	2.603144372620182	2.0322105370116343	0.990284850954907	-0	null
"GO:0002151"	"G-quadruplex RNA binding"	-1.7636174002354952	0.9542425094393249	0.04064421074023269	0.8101111996124948	0.28934526	null
"GO:0003779"	"actin binding"	-2.315742223032166	2.59659709562646	2.00172737895646	0.8800597779822362	0.0400212	null
"GO:0032036"	"myosin heavy chain binding"	-1.479895298087744	1	0.04572473708276177	0.9048091064663333	0.52009135	3779
"GO:0005109"	"frizzled binding"	-2.3395695265653282	1.4313637641589874	0.13209368490575624	0.8490699981948835	0.49753389	null
"GO:0005324"	"long-chain fatty acid transmembrane transporter activity"	-1.318395467050522	1.2041199826559248	0.07620789513793629	0.9979898323858495	-0	null
"GO:0005501"	"retinoid binding"	-5.039664915732365	1.5185139398778875	0.16257684296093075	0.896278160639363	0.02949872	null
"GO:0001972"	"retinoic acid binding"	-1.812628410599502	1.1139433523068367	0.060966316110349035	0.8473905723655948	0.9186904	5501
"GO:0008330"	"protein tyrosine/threonine phosphatase activity"	-1.7636174002354952	0.6020599913279624	0.015241579027587259	0.954674151430433	-0	null
"GO:0033549"	"MAP kinase phosphatase activity"	-1.371975442732079	1.1760912590556813	0.07112736879540721	0.954674151430433	0.59606868	8330
"GO:0033293"	"monocarboxylic acid binding"	-2.4588003126363525	1.6901960800285136	0.24386526444139614	0.9079759835700175	0.03080684	null
"GO:0048018"	"receptor ligand activity"	-2.4588003126363525	2.7041505168397992	2.5656658029771884	0.6885368275461737	0.49409448	null
"GO:0001664"	"G protein-coupled receptor binding"	-1.7157951381469816	2.326335860928751	1.0719910582736372	0.8226326699262645	0.62459422	48018
"GO:0008083"	"growth factor activity"	-1.7653048629335173	2.167317334748176	0.7417568460092465	0.716155577896645	0.82928357	48018
"GO:0061575"	"cyclin-dependent protein serine/threonine kinase activator activity"	-2.739940036759529	0.9542425094393249	0.04064421074023269	0.8283646422000326	-0	null
"GO:0016538"	"cyclin-dependent protein serine/threonine kinase regulator activity"	-2.015490499161339	1.568201724066995	0.18289894833104708	0.8382062713747296	0.64600403	61575
"GO:0043539"	"protein serine/threonine kinase activator activity"	-1.4691362122024754	1.7634279935629373	0.2895900015241579	0.8083297818252628	0.75042062	61575
"GO:0140297"	"DNA-binding transcription factor binding"	-1.7653048629335173	2.61066016308988	2.067774221409338	0.856100420347668	0.12406829	null
"GO:0061629"	"RNA polymerase II-specific DNA-binding transcription factor binding"	-1.7868134138916751	2.459392487759231	1.4581110603058478	0.859093334348727	0.88629871	140297
"GO:1990825"	"sequence-specific mRNA binding"	-1.4315412352595285	1.0791812460476249	0.05588578976781994	0.8056260485313665	0.36735081	null
"GO:1990837"	"sequence-specific double-stranded DNA binding"	-9.776057047704183	2.936513742478893	4.384494233602601	0.6036239110914231	0	null
"GO:0000976"	"transcription cis-regulatory region binding"	-5.385242747087921	2.8651039746411278	3.718945282731291	0.5966650945214016	0.94002446	1990837
"GO:0000977"	"RNA polymerase II transcription regulatory region sequence-specific DNA binding"	-8.92654635739028	2.7972675408307164	3.1804094904232074	0.6030702845620263	0.88348613	1990837
"GO:0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding"	-7.190683704770828	2.709269960975831	2.596148961032363	0.6112394896431862	0.89285194	1990837
"GO:0000987"	"cis-regulatory region sequence-specific DNA binding"	-6.856963014315437	2.7299742856995555	2.72316211959559	0.609338762215748	0.8988998	1990837
"GO:0003690"	"double-stranded DNA binding"	-9.293970624748502	2.9703468762300935	4.740131077579638	0.6646231530021429	0.66121316	1990837
"GO:0043565"	"sequence-specific DNA binding"	-10.050245510489917	3.000434077479319	5.080526342529086	0.6620283137773444	0.67737269	1990837
