mmusculus,hsapiens
Apln,APLN
Apoe,APOE
Arl4c,ARL4C
Ccnd1,CCND1
Cd24a,CD24
Cdh1,CDH1
Cfc1,CFC1
Chchd10,CHCHD10
Cldn6,CLDN6
Cldn7,CLDN7
Cnn2,CNN2
Crip2,CRIP2
Cst3,CST3
Emb,EMB
Epha1,EPHA1
Fgf5,FGF5
Fgf8,FGF8
Fst,FST
Grsf1,GRSF1
Ina,INA
L1td1,L1TD1
Lin28a,LIN28A
Mfap4,MFAP4
Mrpl34,MRPL34
Nrarp,NRARP
Pbx1,PBX1
Pcdh18,PCDH18
Pdlim4,PDLIM4
Pmaip1,PMAIP1
Prickle1,PRICKLE1
Psors1c2,PSORS1C2
Rrm2,RRM2
Sall4,SALL4
Sema6a,SEMA6A
Serpinh1,SERPINH1
Slc25a4,SLC25A4
Slc7a3,SLC7A3
Sox4,SOX4
Sp5,SP5
Spry4,SPRY4
Srm,SRM
Ssbp3,SSBP3
Syce2,SYCE2
Tcea3,TCEA3
Tcf7l1,TCF7L1
Top2a,TOP2A
Tpm4,TPM4
Wfdc2,WFDC2
Ypel3,YPEL3
Zfp36l2,ZFP36L2
Zic2,ZIC2
Zic3,ZIC3
Zic5,ZIC5
