mmusculus,hsapiens
Axin2,AXIN2
Bcat1,BCAT1
Cachd1,CACHD1
Cdh2,CDH2
Cdx4,CDX4
Cited2,CITED2
Crabp1,CRABP1
Dusp4,DUSP4
Dusp6,DUSP6
Epb41l3,EPB41L3
Epha1,EPHA1
Epha4,EPHA4
Etv4,ETV4
Foxp1,FOXP1
Gas1,GAS1
Greb1,GREB1
Greb1l,GREB1L
Grsf1,GRSF1
Hes1,HES1
Hes7,HES7
Id1,ID1
Ifitm1,IFITM1
Igdcc3,IGDCC3
Lhpp,LHPP
Limch1,LIMCH1
Lin28a,LIN28A
Lrig3,LRIG3
Map1b,MAP1B
Msx1,MSX1
Ncam1,NCAM1
Nin,NIN
Nkd1,NKD1
Notch1,NOTCH1
Nrarp,NRARP
Odc1,ODC1
Pim1,PIM1
Pitrm1,PITRM1
Prickle1,PRICKLE1
Ptk7,PTK7
Rspo3,RSPO3
Sall3,SALL3
Smoc1,SMOC1
Sp5,SP5
Spry4,SPRY4
T,TBXT
Tenm4,TENM4
Tnfrsf19,TNFRSF19
Tubb4b,TUBB4B
Vim,VIM
Wnt5a,WNT5A
