mmusculus,hsapiens
A2m,A2M
Adora2b,ADORA2B
Agtrap,AGTRAP
Aldh1a2,ALDH1A2
Alx1,ALX1
Alx3,ALX3
Alx4,ALX4
Amot,AMOT
Apln,APLN
Aplnr,APLNR
Arg1,ARG1
Arl4d,ARL4D
Asb4,ASB4
Bgn,BGN
Bmp4,BMP4
Bmpr1b,BMPR1B
Cald1,CALD1
Calm1,CALM1
Ccnd2,CCND2
Cd248,CD248
Cdh11,CDH11
Cdh2,CDH2
Cfc1,CFC1
Cited1,CITED1
Cited2,CITED2
Clmp,CLMP
Col23a1,COL23A1
Col26a1,COL26A1
Col3a1,COL3A1
Col9a1,COL9A1
Cped1,CPED1
Crabp1,CRABP1
Csn3,CSN3
Cyth3,CYTH3
Dact3,DACT3
Dchs1,DCHS1
Ddr2,DDR2
Dhrs3,DHRS3
Dixdc1,DIXDC1
Dkk1,DKK1
Dlc1,DLC1
Dll1,DLL1
Dll3,DLL3
Dusp9,DUSP9
Ebf3,EBF3
Emilin1,EMILIN1
Eomes,EOMES
Epb41l3,EPB41L3
Epha1,EPHA1
Epha2,EPHA2
Epha4,EPHA4
Fbln5,FBLN5
Fbn2,FBN2
Fgf3,FGF3
Fgf8,FGF8
Fgfbp3,FGFBP3
Fhl3,FHL3
Fli1,FLI1
Flrt2,FLRT2
Fn1,FN1
Foxc1,FOXC1
Foxc2,FOXC2
Foxf1,FOXF1
Frmd6,FRMD6
Frzb,FRZB
Gas1,GAS1
Gata4,GATA4
Gata6,GATA6
Gpc3,GPC3
Greb1,GREB1
Grsf1,GRSF1
Gsc,GSC
Hand1,HAND1
Hapln1,HAPLN1
Hdac7,HDAC7
Hes3,HES3
Hes7,HES7
Hmga2,HMGA2
Hoxb9,HOXB9
Id1,ID1
Ifitm1,IFITM1
Igf2,IGF2
Igfbp4,IGFBP4
Irx5,IRX5
Itga8,ITGA8
Itga9,ITGA9
Kctd1,KCTD1
Kdr,KDR
Lamp5,LAMP5
Laptm4b,LAPTM4B
Lef1,LEF1
Limch1,LIMCH1
Lmo1,LMO1
Lmo2,LMO2
Lrig3,LRIG3
Lum,LUM
Maged1,MAGED1
Map1b,MAP1B
Meis2,MEIS2
Meox1,MEOX1
Mesp1,MESP1
Mesp2,MESP2
Mest,MEST
Mfap4,MFAP4
Mrc2,MRC2
Mrps6,MRPS6
Msx1,MSX1
Msx2,MSX2
Nhp2,NHP2
Nid1,NID1
Nin,NIN
Nkd2,NKD2
Notch1,NOTCH1
Nrarp,NRARP
Nrp1,NRP1
Odc1,ODC1
Osr1,OSR1
Pbx1,PBX1
Pcdh8,PCDH8
Pcolce,PCOLCE
Pde4a,PDE4A
Pdgfrb,PDGFRB
Pdlim4,PDLIM4
Peg3,PEG3
Phlda1,PHLDA1
Phlda2,PHLDA2
Phldb2,PHLDB2
Pitrm1,PITRM1
Plcb1,PLCB1
Pmp22,PMP22
Pou3f1,POU3F1
Pou5f1,POU5F1
Ppfibp1,PPFIBP1
Ppfibp2,PPFIBP2
Ppic,PPIC
Prdm6,PRDM6
Prex2,PREX2
Prickle1,PRICKLE1
Prrx1,PRRX1
Prrx2,PRRX2
Prtg,PRTG
Psors1c2,PSORS1C2
Ptk7,PTK7
Ptn,PTN
Rab25,RAB25
Rab3il1,RAB3IL1
Rarb,RARB
Rasgrp3,RASGRP3
Rbms1,RBMS1
Rhoj,RHOJ
Rin2,RIN2
Rnf213,RNF213
Rrm2,RRM2
Rspo3,RSPO3
S1pr2,S1PR2
S1pr3,S1PR3
Sall4,SALL4
Sct,SCT
Sema3e,SEMA3E
Sema5a,SEMA5A
Serpinf1,SERPINF1
Sertad4,SERTAD4
Sh2d3c,SH2D3C
Sh3bp5,SH3BP5
Six1,SIX1
Smpdl3b,SMPDL3B
Snai1,SNAI1
Snai2,SNAI2
Spry4,SPRY4
Ssbp3,SSBP3
Stambpl1,STAMBPL1
T,TBXT
Tbx2,TBX2
Tbx3,TBX3
Tbx6,TBX6
Tceal8,TCEAL8
Tcf7l1,TCF7L1
Tcf7l2,TCF7L2
Tenm4,TENM4
Tmem119,TMEM119
Tmem200b,TMEM200B
Tnfaip6,TNFAIP6
Tns1,TNS1
Traf3ip2,TRAF3IP2
Trh,TRH
Tril,TRIL
Tubb4b,TUBB4B
Twist1,TWIST1
Uap1l1,UAP1L1
Ubl4b,UBL4B
Upp1,UPP1
Vasn,VASN
Vcam1,VCAM1
Vegfc,VEGFC
Wls,WLS
Wnt2,WNT2
Wnt3,WNT3
Wnt5a,WNT5A
Zic3,ZIC3
Zic5,ZIC5
