mmusculus,hsapiens
Agtrap,AGTRAP
Apln,APLN
Cdh2,CDH2
Crabp1,CRABP1
Cxcl12,CXCL12
Cyp26a1,CYP26A1
Dkk1,DKK1
Dll3,DLL3
Eomes,EOMES
Epb41l3,EPB41L3
Epha1,EPHA1
Epha2,EPHA2
Epha5,EPHA5
Etv4,ETV4
Fgf17,FGF17
Fgfbp3,FGFBP3
Fn1,FN1
Fzd10,FZD10
Gpc3,GPC3
Greb1,GREB1
Hand1,HAND1
Hes3,HES3
Hes7,HES7
Hoxb8,HOXB8
Hoxb9,HOXB9
Ifitm1,IFITM1
Igfbp4,IGFBP4
Jpt1,JPT1
Lamp5,LAMP5
Laptm4b,LAPTM4B
Lmo2,LMO2
Mesp1,MESP1
Nin,NIN
Nkx1-2,NKX1-2
Phlda1,PHLDA1
Plagl1,PLAGL1
Pou3f1,POU3F1
Pou5f1,POU5F1
Prickle1,PRICKLE1
Psors1c2,PSORS1C2
Rspo3,RSPO3
Sema3e,SEMA3E
Serpinf1,SERPINF1
Sp5,SP5
Spry4,SPRY4
T,TBXT
Tcea3,TCEA3
Tmem200b,TMEM200B
Upp1,UPP1
Wnt3,WNT3
Wnt5a,WNT5A
Zfp503,ZNF503
Zic3,ZIC3
