mmusculus,hsapiens
Amot,AMOT
Apln,APLN
Axin2,AXIN2
Bcat1,BCAT1
Cachd1,CACHD1
Cadm1,CADM1
Cdh2,CDH2
Cdx1,CDX1
Cdx2,CDX2
Cdx4,CDX4
Cited1,CITED1
Cited2,CITED2
Crabp1,CRABP1
Cyp26a1,CYP26A1
Dll3,DLL3
Dusp4,DUSP4
Dusp6,DUSP6
Epb41l3,EPB41L3
Epha1,EPHA1
Epha2,EPHA2
Epha4,EPHA4
Epha5,EPHA5
Etv4,ETV4
Evx1,EVX1
Fgf8,FGF8
Foxp1,FOXP1
Fzd10,FZD10
Gas1,GAS1
Gbx2,GBX2
Gpc3,GPC3
Greb1,GREB1
Greb1l,GREB1L
Grsf1,GRSF1
Hes1,HES1
Hes3,HES3
Hes7,HES7
Hoxb8,HOXB8
Hoxb9,HOXB9
Hoxc8,HOXC8
Id1,ID1
Ifitm1,IFITM1
Igdcc3,IGDCC3
Jpt1,JPT1
Lamc1,LAMC1
Laptm4b,LAPTM4B
Lhpp,LHPP
Limch1,LIMCH1
Lin28a,LIN28A
Lin28b,LIN28B
Lrig3,LRIG3
Map1b,MAP1B
Meis2,MEIS2
Msx1,MSX1
Ncam1,NCAM1
Nin,NIN
Nkd1,NKD1
Nkx1-2,NKX1-2
Notch1,NOTCH1
Nrarp,NRARP
Odc1,ODC1
Pdlim4,PDLIM4
Peg3,PEG3
Pim1,PIM1
Plagl1,PLAGL1
Prickle1,PRICKLE1
Ptk7,PTK7
Ptn,PTN
Rarg,RARG
Rspo3,RSPO3
Sall3,SALL3
Sema3e,SEMA3E
Sema6a,SEMA6A
Slc6a6,SLC6A6
Smoc1,SMOC1
Sp5,SP5
Spry4,SPRY4
Ssbp3,SSBP3
T,TBXT
Tcea3,TCEA3
Tenm4,TENM4
Tnfrsf19,TNFRSF19
Tubb4b,TUBB4B
Ubl4b,UBL4B
Vim,VIM
Wls,WLS
Wnt5a,WNT5A
Wnt5b,WNT5B
Zfp36l2,ZFP36L2
Zfp503,ZNF503
Zic3,ZIC3
Zic5,ZIC5
