TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0001228"	"DNA-binding transcription activator activity, RNA polymerase II-specific"	-3.3588427145563444	2.603144372620182	2.0322105370116343	0.9966575225692685	-0	null
"GO:0001664"	"G protein-coupled receptor binding"	-1.836574006839346	2.326335860928751	1.0719910582736372	0.8459185327262186	0.11028177	null
"GO:0001758"	"retinal dehydrogenase activity"	-1.3915291781805486	0.8450980400142568	0.030483158055174518	0.9567159619197511	0.10331517	null
"GO:0005021"	"vascular endothelial growth factor receptor activity"	-1.4353539508367164	0.9030899869919435	0.035563684397703604	0.9160060278650615	0.21793271	null
"GO:0005109"	"frizzled binding"	-1.8971060727924078	1.4313637641589874	0.13209368490575624	0.8464084451659392	0.45864492	null
"GO:0035256"	"G protein-coupled glutamate receptor binding"	-1.3915291781805486	0.9030899869919435	0.035563684397703604	0.8568237485472916	0.61588446	5109
"GO:0005501"	"retinoid binding"	-3.3588427145563444	1.5185139398778875	0.16257684296093075	0.8017566089010529	0	null
"GO:0016918"	"retinal binding"	-1.3687220380536307	1.3010299956639813	0.09653000050805263	0.799542884149185	0.95027834	5501
"GO:0019841"	"retinol binding"	-1.4353539508367164	1.1139433523068367	0.060966316110349035	0.803827309744948	0.9186904	5501
"GO:0033130"	"acetylcholine receptor binding"	-1.334382541348669	1.1760912590556813	0.07112736879540721	0.8703649541864602	0.43455152	null
"GO:0033550"	"MAP kinase tyrosine phosphatase activity"	-1.4353539508367164	0.3010299956639812	0.005080526342529086	0.8592975032880503	-0	null
"GO:0008330"	"protein tyrosine/threonine phosphatase activity"	-1.3915291781805486	0.6020599913279624	0.015241579027587259	0.8745025707182519	0.5118416	33550
"GO:0017017"	"MAP kinase tyrosine/serine/threonine phosphatase activity"	-1.4000612405042052	1.146128035678238	0.06604684245287812	0.8469340375813619	0.84175101	33550
"GO:0061629"	"RNA polymerase II-specific DNA-binding transcription factor binding"	-3.080020633561951	2.459392487759231	1.4581110603058478	0.7778103481531735	0.03829703	null
"GO:0001221"	"transcription coregulator binding"	-2.138961582261966	1.968482948553935	0.4674084235126759	0.7953756903366053	0.74892303	61629
"GO:0001223"	"transcription coactivator binding"	-1.8971060727924078	1.6020599913279623	0.19814052735863436	0.8076027272165194	0.68742788	61629
"GO:0140297"	"DNA-binding transcription factor binding"	-2.652171520277395	2.61066016308988	2.067774221409338	0.7723120337840739	0.88629871	61629
"GO:0070008"	"serine-type exopeptidase activity"	-1.4000612405042052	1.0791812460476249	0.05588578976781994	0.9174970578095618	0.25179782	null
"GO:0120146"	"sulfatide binding"	-1.4353539508367164	0.8450980400142568	0.030483158055174518	0.8783350358143815	0.4403391	null
"GO:1903136"	"cuprous ion binding"	-1.3687220380536307	0.9542425094393249	0.04064421074023269	0.9543700797449877	0.01979498	null
"GO:1990837"	"sequence-specific double-stranded DNA binding"	-3.1840784058035574	2.936513742478893	4.384494233602601	0.6379291416700195	0.02949872	null
"GO:0000976"	"transcription cis-regulatory region binding"	-3.425969044166559	2.8651039746411278	3.718945282731291	0.6302106565031924	0.94002446	1990837
"GO:0000977"	"RNA polymerase II transcription regulatory region sequence-specific DNA binding"	-3.3588427145563444	2.7972675408307164	3.1804094904232074	0.6362718368143647	0.88348613	1990837
"GO:0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding"	-2.1608033707933387	2.709269960975831	2.596148961032363	0.6440059046047482	0.89285194	1990837
"GO:0000987"	"cis-regulatory region sequence-specific DNA binding"	-1.722892571744523	2.7299742856995555	2.72316211959559	0.6422066544467933	0.8988998	1990837
"GO:0003690"	"double-stranded DNA binding"	-3.3588427145563444	2.9703468762300935	4.740131077579638	0.7008855588053318	0.66121316	1990837
"GO:0043565"	"sequence-specific DNA binding"	-4.127006017248627	3.000434077479319	5.080526342529086	0.6984812660114722	0.67737269	1990837
