mmusculus,hsapiens
Akr1e1,AKR1E2
Aldh1a2,ALDH1A2
Alx1,ALX1
Apod,APOD
Arhgef26,ARHGEF26
Arpc1b,ARPC1B
Bcar3,BCAR3
Bgn,BGN
Capn6,CAPN6
Car4,CA4
Ccl6,CCL15
Cd248,CD248
Cdh11,CDH11
Cdh6,CDH6
Cdk18,CDK18
Celf2,CELF2
Cldn1,CLDN1
Clmp,CLMP
Cnp,CNP
Col18a1,COL18A1
Col23a1,COL23A1
Col26a1,COL26A1
Col3a1,COL3A1
Col9a1,COL9A1
Cped1,CPED1
Crabp1,CRABP1
Cxcl12,CXCL12
Dab1,DAB1
Ddr2,DDR2
Dlx1,DLX1
Dlx2,DLX2
Dlx5,DLX5
Dpysl3,DPYSL3
Dpysl5,DPYSL5
Dtx4,DTX4
Dusp9,DUSP9
Ebf2,EBF2
Ednrb,EDNRB
Enpp2,ENPP2
Erbb3,ERBB3
Esr1,ESR1
Ets1,ETS1
Eya1,EYA1
Ezr,EZR
Fam181b,FAM181B
Fam89a,FAM89A
Fgfr2,FGFR2
Fli1,FLI1
Flrt2,FLRT2
Fos,FOS
Foxc1,FOXC1
Foxd3,FOXD3
Fyn,FYN
Gdpd5,GDPD5
Gfra1,GFRA1
Hapln1,HAPLN1
Hbb-y,HBE1
Hoxa1,HOXA1
Hoxa5,HOXA5
Hoxa7,HOXA7
Hoxa9,HOXA9
Hoxb6,HOXB6
Hoxb7,HOXB7
Hoxb8,HOXB8
Hoxb9,HOXB9
Hoxc4,HOXC4
Hoxc6,HOXC6
Hoxc8,HOXC8
Hoxc9,HOXC9
Hsd11b2,HSD11B2
Hspa1a,HSPA1A
Itga6,ITGA6
Lhpp,LHPP
Lpar1,LPAR1
Lsr,LSR
Lum,LUM
Mab21l1,MAB21L1
Mab21l2,MAB21L2
Meox1,MEOX1
Mfap4,MFAP4
Nedd9,NEDD9
Neurog2,NEUROG2
Ngfr,NGFR
Nid1,NID1
Nmnat2,NMNAT2
Npr3,NPR3
Nrp2,NRP2
Pax3,PAX3
Pcbd1,PCBD1
Pcolce,PCOLCE
Pcsk9,PCSK9
Pdgfra,PDGFRA
Pdgfrb,PDGFRB
Pdlim4,PDLIM4
Phactr1,PHACTR1
Pla2g7,PLA2G7
Plagl1,PLAGL1
Plcg2,PLCG2
Plp1,PLP1
Plvap,PLVAP
Pmp22,PMP22
Ppfibp2,PPFIBP2
Ppp1r1a,PPP1R1A
Prdm12,PRDM12
Prrx1,PRRX1
Prrx2,PRRX2
Ptprz1,PTPRZ1
Pxdc1,PXDC1
Rab3il1,RAB3IL1
Rarg,RARG
Rbbp9,RBBP9
Rdh10,RDH10
Ret,RET
S1pr3,S1PR3
Sfrp5,SFRP5
Sgpp2,SGPP2
Sh3bp5,SH3BP5
Six1,SIX1
Slit1,SLIT1
Slitrk2,SLITRK2
Smtnl2,SMTNL2
Snai2,SNAI2
Sox10,SOX10
Sox9,SOX9
Spata13,SPATA13
Stambpl1,STAMBPL1
Synpo,SYNPO
Tcf7,TCF7
Tcn2,TCN2
Tfap2b,TFAP2B
Tgfbi,TGFBI
Tmc6,TMC6
Tmem119,TMEM119
Tmem132c,TMEM132C
Tmem98,TMEM98
Tnfaip6,TNFAIP6
Tnfrsf19,TNFRSF19
Tns1,TNS1
Tom1l1,TOM1L1
Tril,TRIL
Trp53i11,TP53I11
Tshz1,TSHZ1
Tspan18,TSPAN18
Tubb2b,TUBB2B
Tubb3,TUBB3
Twist1,TWIST1
Vat1l,VAT1L
Vcam1,VCAM1
Wnt1,WNT1
Wnt5a,WNT5A
Zeb2,ZEB2
