mmusculus,hsapiens
Aldh1a2,ALDH1A2
Aldoa,ALDOA
Apoe,APOE
Arg1,ARG1
Bex1,BEX1
Bnip3,BNIP3
Car4,CA4
Ccnd2,CCND2
Cdkn1c,CDKN1C
Cited2,CITED2
Clu,CLU
Cox17,COX17
Crabp1,CRABP1
Ddt,DDT
Dusp9,DUSP9
Fgf8,FGF8
Foxf1,FOXF1
Fst,FST
Galk1,GALK1
Gata5,GATA5
Gata6,GATA6
Gpx3,GPX3
Homer2,HOMER2
Hoxa1,HOXA1
Hoxb1,HOXB1
Id1,ID1
Id2,ID2
Id3,ID3
Igfbpl1,IGFBPL1
Irx1,IRX1
Irx3,IRX3
Irx5,IRX5
Isl1,ISL1
Krt18,KRT18
Krt8,KRT8
Map1b,MAP1B
Mdk,MDK
Mef2c,MEF2C
Mmd,MMD
Mpped2,MPPED2
Mycn,MYCN
Myl4,MYL4
Myl7,MYL7
Nkx2-5,NKX2-5
Npm3,NPM3
Nr2f2,NR2F2
Nrp1,NRP1
Osr1,OSR1
Pdcd4,PDCD4
Peg3,PEG3
Phlda2,PHLDA2
Pmp22,PMP22
Prrx2,PRRX2
Rras2,RRAS2
Sfrp1,SFRP1
Sfrp5,SFRP5
Slc16a3,SLC16A3
Slc2a1,SLC2A1
Smarcd3,SMARCD3
Tbx1,TBX1
Tnni1,TNNI1
Tnnt2,TNNT2
Tpi1,TPI1
Tpm1,TPM1
Tpm2,TPM2
Vamp8,VAMP8
Wls,WLS
Wnt2,WNT2
