TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0001972"	"retinoic acid binding"	-1.418062644263196	1.1139433523068367	0.060966316110349035	0.9492243395560744	0.02675095	null
"GO:0002151"	"G-quadruplex RNA binding"	-2.211868431538032	0.9542425094393249	0.04064421074023269	0.7173681533315217	0.28934526	null
"GO:0005104"	"fibroblast growth factor receptor binding"	-1.378522222041227	1.3424226808222062	0.1066910531931108	0.8491695604737094	0.48741958	null
"GO:0005324"	"long-chain fatty acid transmembrane transporter activity"	-1.7579901977309569	1.2041199826559248	0.07620789513793629	0.884182722192006	-0	null
"GO:0015245"	"fatty acid transmembrane transporter activity"	-1.708687075898767	1.255272505103306	0.08636894782299447	0.8841463191962101	0.86920606	5324
"GO:0019888"	"protein phosphatase regulator activity"	-1.4274276578065368	1.8920946026904804	0.39120052837473956	0.8883715791285236	0.45820238	null
"GO:0048018"	"receptor ligand activity"	-1.8513660614853453	2.7041505168397992	2.5656658029771884	0.7324017686666268	0.04148416	null
"GO:0008083"	"growth factor activity"	-1.3042584706646116	2.167317334748176	0.7417568460092465	0.7507165278480332	0.82928357	48018
"GO:1990837"	"sequence-specific double-stranded DNA binding"	-3.4997605226901065	2.936513742478893	4.384494233602601	0.37355879117959495	0	null
"GO:0000976"	"transcription cis-regulatory region binding"	-1.708687075898767	2.8651039746411278	3.718945282731291	0.36409740666507384	0.94002446	1990837
"GO:0000977"	"RNA polymerase II transcription regulatory region sequence-specific DNA binding"	-3.4997605226901065	2.7972675408307164	3.1804094904232074	0.37279542293370216	0.88348613	1990837
"GO:0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding"	-2.778645003607641	2.709269960975831	2.596148961032363	0.383972830749477	0.89285194	1990837
"GO:0000987"	"cis-regulatory region sequence-specific DNA binding"	-2.784111505404428	2.7299742856995555	2.72316211959559	0.38136387826046986	0.8988998	1990837
"GO:0003690"	"double-stranded DNA binding"	-3.430466259834242	2.9703468762300935	4.740131077579638	0.47376231280703257	0.66121316	1990837
"GO:0008327"	"methyl-CpG binding"	-1.3042584706646116	1.380211241711606	0.11685210587816898	0.5357395776237768	0.57259559	1990837
"GO:0043565"	"sequence-specific DNA binding"	-3.4997605226901065	3.000434077479319	5.080526342529086	0.47007774758662496	0.67737269	1990837
